idx,layer,type,cond_32,cond_4,var_32,var_4,cosine_sim,dead_neuron_ratio,SNR,KL,SFR,magnitude_loss,RelErr,mse_error,inherited_error,error_delta,error_propagation,sensitivity_W4A8,instability_shap,shap_magnitude
118,trunk_output.block4.block4-0.f.c.1,BatchNorm2d,,,1.041135669,1.062301517,0.999387741,,0.530154856,0.024120644,0.300237179,0.000441992,0.922636926,2.011148214,0.423774868,0.498862058,2.177186509,-0.02,0.116166667,3.939809729
119,trunk_output.block4.block4-0.activation,ReLU,,,,,,0.539609075,2.993426479,0.042816736,0.061742,0.049879362,0.523869753,0.699013352,0.922636926,-0.398767173,0.567796213,-0.06,-0.036666667,2.50644469
120,trunk_output.block4.block4-1.f.a.0,Conv2d,3928.476807,9753.264648,0.001380039,0.001351227,0.989464223,,5.368281235,0.016640006,0.144024372,0.000483842,0.501874387,1.222771764,0.523869753,-0.021995366,0.958013675,3.36,3.9915,4.674904851
121,trunk_output.block4.block4-1.f.a.1,BatchNorm2d,,,0.114186391,0.115792051,0.99939394,,3.526622097,0.084207803,0.10918434,0.097079876,0.48432982,0.071380123,0.501874387,-0.017544568,0.965041915,-0.04,-0.018666667,2.379271059
122,trunk_output.block4.block4-1.f.a.2,ReLU,,,,,,0.591546118,3.526622097,0.084207803,0.10918434,0.097079876,0.48432982,0.071380123,0.48432982,0,1,0.04,0.0155,2.358379597
123,trunk_output.block4.block4-1.f.b.0,Conv2d,17.85843277,13.75700092,0.002554886,0.002499063,0.988924384,,5.061664342,0.028978635,0.192322358,0.000539788,0.547615051,0.054755341,0.48432982,0.063285232,1.130665569,0.44,1.091,4.128550465
124,trunk_output.block4.block4-1.f.b.1,BatchNorm2d,,,0.211212471,0.220349699,0.998287082,,3.594447382,0.090891011,0.199516371,0.187529289,0.564280868,0.067872033,0.547615051,0.016665816,1.030433452,-0.04,-0.026166667,2.289290642
125,trunk_output.block4.block4-1.f.b.2,ReLU,,,,,,0.75990361,3.594447382,0.090891011,0.199516371,0.187529289,0.564280868,0.067872033,0.564280868,0,1,0.02,0.000833333,2.272014502
126,trunk_output.block4.block4-1.f.c.0,Conv2d,10977.79004,26572.69922,0.001515207,0.001482549,0.989123225,,2.559194589,0.197770044,0.274744242,0.000558316,0.742804825,0.149514869,0.564280868,0.178523958,1.316374288,2.86,4.109333333,6.44805417
127,trunk_output.block4.block4-1.f.c.1,BatchNorm2d,,,0.373271793,0.376337379,0.99896276,,2.656540359,0.298848391,0.123688616,0.000781621,0.575766265,1.319175124,0.742804825,-0.16703856,0.775124563,0,0.264833333,1.978300884
128,trunk_output.block4.block4-1.activation,ReLU,,,,,,0.492166132,4.47750359,0.012942712,0.056315105,0.030310055,0.474523872,0.689411104,0.575766265,-0.101242393,0.824160602,0,0.259833333,2.507823194
129,trunk_output.block4.block4-2.f.a.0,Conv2d,10633.87109,27940.95117,0.001678088,0.001640629,0.988746226,,5.892651178,0.016140481,0.115908667,0.000521102,0.429148108,1.360441685,0.474523872,-0.045375764,0.904376224,11.66,8.786666667,8.343804638
130,trunk_output.block4.block4-2.f.a.1,BatchNorm2d,,,0.108349435,0.110747933,0.999548733,,2.097464393,0.074737281,0.107900858,0.089179513,0.628468215,0.07158611,0.429148108,0.199320108,1.464455287,-0.02,-0.014166667,2.479514472
131,trunk_output.block4.block4-2.f.a.2,ReLU,,,,,,0.709014535,2.097464393,0.074737281,0.107900858,0.089179513,0.628468215,0.07158611,0.628468215,0,1,-0.02,-0.013833333,2.378660763
132,trunk_output.block4.block4-2.f.b.0,Conv2d,15.93492317,13.43154526,0.002164864,0.002123368,0.990521252,,3.123777022,0.042922419,0.234909788,0.000837513,0.682163835,0.06591773,0.628468215,0.053695619,1.085438878,0.62,0.958166667,3.514076504
133,trunk_output.block4.block4-2.f.b.1,BatchNorm2d,,,0.194159016,0.195292294,0.999478161,,2.935539554,0.075529799,0.251655519,0.228402243,0.632436156,0.116772279,0.682163835,-0.049727678,0.927103027,-0.06,-0.049166667,2.314891985
134,trunk_output.block4.block4-2.f.b.2,ReLU,,,,,,0.779828966,2.935539554,0.075529799,0.251655519,0.228402243,0.632436156,0.116772279,0.632436156,0,1,-0.06,-0.046333333,2.312446536
135,trunk_output.block4.block4-2.f.c.0,Conv2d,872075.5625,16027.29102,0.001477874,0.001446402,0.989407063,,2.98390605,0.167522296,0.205919832,0.000702561,0.576986372,0.215856865,0.632436156,-0.055449784,0.912323508,0.96,1.470166667,4.935800783
136,trunk_output.block4.block4-2.f.c.1,BatchNorm2d,,,0.569558799,0.569397748,0.999370098,,0.763229988,0.178010851,0.065578498,0.000576782,0.508161306,2.08272934,0.576986372,-0.068825066,0.880716306,0.06,0.739833333,3.883519218
137,trunk_output.block4.block4-2.activation,ReLU,,,,,,0.650744081,3.709430807,0.011761093,0.142257258,0.088760063,0.565883398,0.638698876,0.508161306,0.057722092,1.113590096,-0.02,0.3065,2.816747849
138,trunk_output.block4.block4-3.f.a.0,Conv2d,13760.84473,9149.25,0.00169477,0.001653294,0.987923384,,5.86352486,0.046750978,0.075060457,0.000483806,0.389439702,1.211935878,0.565883398,-0.176443696,0.688197787,7.74,6.825833333,7.11576474
139,trunk_output.block4.block4-3.f.a.1,BatchNorm2d,,,0.120892964,0.123338737,0.999398947,,2.858668024,0.071743727,0.139927462,0.115089398,0.620956421,0.058784284,0.389439702,0.231516719,1.594486689,0.02,0.009,2.377602852
140,trunk_output.block4.block4-3.f.a.2,ReLU,,,,,,0.770673871,2.858668024,0.071743727,0.139927462,0.115089398,0.620956421,0.058784284,0.620956421,0,1,0,-0.002166667,2.268343201
141,trunk_output.block4.block4-3.f.b.0,Conv2d,16.8867569,14.59632587,0.001928527,0.001898121,0.992019713,,5.307090297,0.060692087,0.217280507,0.000698038,0.533872068,0.059533663,0.620956421,-0.087084353,0.859757706,0.04,0.265,2.875010315
142,trunk_output.block4.block4-3.f.b.1,BatchNorm2d,,,0.189128265,0.192586809,0.998891771,,1.977568244,0.058250219,0.27227959,0.257593602,0.723012984,0.115613244,0.533872068,0.189140916,1.354281348,-0.06,-0.0455,2.408591872
143,trunk_output.block4.block4-3.f.b.2,ReLU,,,,,,0.817283094,1.977568244,0.058250219,0.27227959,0.257593602,0.723012984,0.115613244,0.723012984,0,1,-0.02,-0.031166667,2.298022166
144,trunk_output.block4.block4-3.f.c.0,Conv2d,5312.970703,4841.022949,0.001381512,0.001353175,0.99000752,,1.728502399,0.496777803,0.0577939,0.00062323,0.489310414,0.336804122,0.723012984,-0.23370257,0.676765735,4.96,4.883166667,6.865029446
145,trunk_output.block4.block4-3.f.c.1,BatchNorm2d,,,0.563886166,0.576084435,0.998657644,,-1.554483702,0.611872792,0.15484561,0.001232679,0.701223612,4.995233536,0.489310414,0.211913198,1.433085404,-0.02,15.84916667,25.50599318
146,trunk_output.block4.block4-3.activation,ReLU,,,,,,0.611581266,1.396697138,0.070233434,0.134063423,0.053789148,0.764729559,0.654990911,0.701223612,0.063505948,1.090564474,-0.04,-0.024,2.281247219
147,trunk_output.block4.block4-4.f.a.0,Conv2d,3125.921143,368181.5625,0.001669993,0.001635489,0.989856422,,1.932937878,0.013999227,0.105492003,0.000446605,0.545876682,1.205608368,0.764729559,-0.218852878,0.713816636,10.54,9.135333333,8.391069302
148,trunk_output.block4.block4-4.f.a.1,BatchNorm2d,,,0.106138878,0.107944921,0.999683201,,1.874051465,0.052824222,0.130873322,0.101325975,0.653897345,0.05206117,0.545876682,0.108020663,1.197884736,0.02,0.004666667,2.252475928
149,trunk_output.block4.block4-4.f.a.2,ReLU,,,,,,0.73758471,1.874051465,0.052824222,0.130873322,0.101325975,0.653897345,0.05206117,0.653897345,0,1,-0.02,-0.013166667,2.278297596
150,trunk_output.block4.block4-4.f.b.0,Conv2d,25.26283646,20.18296814,0.001732308,0.001702187,0.991347075,,3.723981863,0.020723276,0.2555013,0.00067478,0.650959194,0.045752145,0.653897345,-0.002938151,0.995506709,0.7,0.574666667,2.167117766
151,trunk_output.block4.block4-4.f.b.1,BatchNorm2d,,,0.225042492,0.233541697,0.997889638,,3.399841012,0.03405156,0.263932288,0.242292092,0.601661682,0.103423439,0.650959194,-0.049297512,0.924269429,-0.04,-0.038833333,2.305667301
152,trunk_output.block4.block4-4.f.b.2,ReLU,,,,,,0.756480813,3.399841012,0.03405156,0.263932288,0.242292092,0.601661682,0.103423439,0.601661682,0,1,-0.02,-0.0275,2.294310203
153,trunk_output.block4.block4-4.f.c.0,Conv2d,855495.4375,68549.63281,0.001492119,0.001467387,0.992026925,,1.286374601,0.395307183,5.58E-05,0,0.268702,0.423753858,0.601661682,-0.332959682,0.446599822,0.68,4.7115,7.919278484
154,trunk_output.block4.block4-4.f.c.1,BatchNorm2d,,,0.337976515,0.35051325,0.99945879,,-3.827131085,1.052076697,0.002799479,6.98E-05,0.504775465,7.426148415,0.268702,0.236073464,1.878569805,-0.02,16.4925,25.34141363
155,trunk_output.block4.block4-4.activation,ReLU,,,,,,0.877043962,-3.326696719,0.138313875,0.457863659,0.185895426,1.405799985,0.209421575,0.504775465,0.90102452,2.785000626,0,0.336666667,2.810090202
156,avgpool,AdaptiveAvgPool2d,,,,,,,-3.326696719,0.138313875,0.457863659,0.185895426,1.405799985,0.209421575,1.405799985,0,1,0,0.0275,2.240406415
157,fc,Linear,44.7980423,44.65364075,0.003010332,0.003011453,0.999768853,,-3.484836559,0.201114029,0.429609388,0.000265785,1.493631005,0.457869232,1.405799985,0.08783102,1.062477608,0.66,0.4265,2.139873232
